Basin	Parameter	nYrs	1900	1901	1902	1903	1904	1905	1906	1907	1908	1909	1910	1911	1912	1913	1914	1915	1916	1917	1918	1919	1920	1921	1922	1923	1924	1925	1926	1927	1928	1929	1930	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
Gulf_of_Finland	C1	1																																																																								1.564158052				1.699441479	1.283041729	1.402192913	1.904970911	2.088574371	2.068638272	2.0995316	1.962857088		2.414218927	1.990074238	2.088933406	1.975201837	2.249859443	1.730301403			1.586640935	1.862700472	1.681457763	2.122928856	2.008925135	2.172762001	2.013829154		1.915821915	1.921058945	2.809396541	2.384089431	2.185857675	1.796494673	2.02724425	1.015496149	1.682496162	2.087588515	1.988548406	2.34404999	2.022610773
Gulf_of_Finland	C1	5																																																																										1.631799765	1.491241604	1.461558707	1.572411758	1.675644281	1.749483639	1.912781613	2.024914448	2.054900333	2.136311472	2.116670463	2.114020915	2.117107102	2.14365757	2.006874065	2.011074022	1.985120894	1.855600594	1.726547603	1.71026639	1.813432006	1.852530632	1.969754845	1.999980582	2.079611286	2.027834551	2.005868004	2.165026639	2.257591708	2.243244901	2.219379453	2.240616514	1.881836436	1.741517782	1.72186395	1.760274696	1.823635844	2.025058769	2.110699421	2.118403056
Bothnian_Sea	C1	1																																																																													1.289875119	1.03122722	1.001861916	0.986149647	1.27273948		1.115938494	1.361894551	1.569040655	1.401398274	1.320356105	1.440616268	1.290757322			1.279498178	1.469623457	1.498508491	1.370114834	1.260128935	1.162271263	1.178172746	1.058761172	1.437356988	1.268544522	1.155263851	1.308604453	1.144242941	1.025137203	1.021295118	1.011078972	1.317314866	1.235980819	1.406792278	1.282745469	1.457405902	1.403014497
Bothnian_Sea	C1	5																																																																												1.160551169	1.107654752	1.077278476	1.116370677	1.072994566	1.094172385	1.184180543	1.329903295	1.362067994	1.353725616	1.418661171	1.404433725	1.363281992	1.350576565	1.336957256	1.346626319	1.415876709	1.40443624	1.375574779	1.352129396	1.293839254	1.20588979	1.219338221	1.221021338	1.219619856	1.245706197	1.262802551	1.180358594	1.130908713	1.102071738	1.10381382	1.122161396	1.198492411	1.250782481	1.340047867	1.357187793	1.387489537	1.381055289
Bothnian_Bay	C1	1																																																																													1.074009744	0.897170369			0.749790069	2.256634047	6.862001212		2.17267629	1.376975155		1.92423113	1.076368418			1.636912047	0.950318132	1.441079548	1.045242368	1.058617919	0.776823001	0.862938964	0.887988539	0.951116075	1.051731129	0.954956043	0.984932723	0.918304842	1.021712857	1.077903235	1.120436569	0.890785618	0.796791691	0.876616931	0.904375891	0.944645732	
Bothnian_Bay	C1	5																																																																												0.985590056	0.985590056	0.985590056	0.90699006	1.301198162	3.289475109	3.289475109	3.010275405	3.167071676	3.470550886	1.824627525	1.637562748	1.459191568	1.500299774	1.545837198	1.221199533	1.342769909	1.268388024	1.226434003	1.054416194	1.03694036	0.926322158	0.9074969	0.906119542	0.94174615	0.966144902	0.972208162	0.986327519	0.99156194	1.024658045	1.005828624	0.981525994	0.952506809	0.91780134	0.882643173	0.880607561	0.908546185	0.924510812
Kattegat	C2	1								0.879898645	0.781595161	0.730680832																																																					0.864895358	0.795115519	0.890839755	0.788754612	0.786975241	0.916155367	0.770781732	0.825522447	0.878854578	0.772471854	0.618128822	1.111837998	0.804970632	0.672094861	0.818931197	0.939402881	1.000142758		0.936514021	1.356243324	0.982196731	1.081732964	0.677177284	1.031247479	1.094936404	1.445431396	1.458923274	1.00621519	1.22307672	0.897835743	1.00087467	1.06385188	1.182206881	1.267760997	0.853777274	0.989804267	0.974457808	1.016529142	1.14367815	0.972329926	0.873785598	0.831883265	1.018279571	0.902840454	0.86268903	1.378254534	0.976566012	0.622997786	0.692121126	0.597560238	0.371595121
Kattegat	C2	5							0.830746903	0.797391546	0.797391546	0.797391546	0.756137997																																																			0.830005438	0.850283544	0.834901311	0.825316097	0.835568099	0.830701341	0.81763788	0.835657873	0.832757196	0.773151886	0.84136314	0.837252777	0.795900833	0.805192702	0.869447514	0.847108466	0.857642924	0.923747714	1.058075746	1.068774209	1.08917176	1.006772865	1.025719557	0.973458173	1.066105105	1.141543167	1.207350749	1.245716597	1.206296465	1.117385119	1.038370841	1.073569179	1.082506034	1.07369434	1.07148026	1.053601445	1.020465897	0.995649328	1.019359858	0.996156125	0.967641216	0.967991302	0.919823763	0.897895584	0.998789371	1.02772592	0.948669563	0.906525698	0.853499939	0.652168057	0.571068568	0.553758828
Danish_Straits	C2	1				0.972743862	0.810968807	0.72770134	0.939888232	1.050809083	0.950672479	0.913690123			1.04342375																																																						1.237745215	1.423162215	1.232161762	1.050836038	1.328595554	0.950119648	0.919482029	1.49918496	1.181884803	1.329921113	1.121416599	0.978228951	0.913396588	0.960555706	1.41974515	1.549194601	1.312628886	1.346449077	1.310400632	1.659966379	1.491445791	1.506172667	1.553294403	1.304304595	1.628809107	1.479167195	1.652900158	1.412543343	1.745883589	1.537743969	1.311274909	1.275012042	1.34029363	1.522640086	1.360842294	1.200878389	1.317201429	1.044681386	1.414610885	1.159376211	1.443170527	1.670196712	1.539581573	1.13452317	1.321992787	1.346268376	0.729325984
Danish_Straits	C2	5		0.972743862	0.891856334	0.837138003	0.86282556	0.900422265	0.896007988	0.916552251	0.963764979	0.971723895	0.969262117	0.978556937																																																						1.330453715	1.297689731	1.235976308	1.254500157	1.196975044	1.096239006	1.149643646	1.175853399	1.17611851	1.210377901	1.222127285	1.10496961	1.060703791	1.078668598	1.164224199	1.231104186	1.317714684	1.387683669	1.435727915	1.424178153	1.462886909	1.504255974	1.503036767	1.496805313	1.494349593	1.523695092	1.49554488	1.583860678	1.565647651	1.532069194	1.45649157	1.442041628	1.397392927	1.362012592	1.339933288	1.348371165	1.289248717	1.267642876	1.22734966	1.275808087	1.346407144	1.445387182	1.389369639	1.421892954	1.402512524	1.214338378	1.133027579	1.132529049
Arkona_Basin	C2	1				0.862200603	0.723358002	0.853597783	0.885414313			0.663848136																																																	0.783204851		0.963872609		0.889869044	0.934709309		0.750697666	1.092385769	1.092385769		0.886999035	1.075877122	0.792080128	0.907795515	0.767920651	0.988849458	1.537721733	0.965202111	1.280624233	0.66832188	0.910284345	1.123896608	1.152767668	0.977413776	1.25205883	1.209814685	1.136752201	1.209008433	1.114247517	1.051042761	1.01108944	1.237074762	1.208708938	1.358173253	1.07366674	1.289569989	1.134113637	1.116565886	1.103273703	1.276809184	1.081354752	0.928661594	0.974068012	1.108209147	0.845693704	1.078660852	0.869863104	1.048185165	1.201163484	1.348695029	0.901807953	1.049091085	1.477847655	0.782676919
Arkona_Basin	C2	5		0.862200603	0.792779302	0.813052129	0.831142675	0.831142675	0.820790033	0.800953411	0.774631225																																																		0.87353873	0.87353873	0.878982168	0.929483654	0.929483654	0.85842534	0.916915447	0.967544629	0.978489735	0.95561706	1.036911924	0.961835514	0.91568795	0.88613449	0.906504575	0.998873497	1.033497894	1.108063637	1.088143883	1.07243086	0.989665835	1.027178947	0.966536855	1.083284245	1.143190313	1.145761432	1.157009585	1.184376333	1.144173119	1.10442807	1.124492583	1.124432683	1.173217831	1.177742626	1.233438736	1.212846511	1.194417901	1.143437991	1.18406648	1.142423432	1.101333024	1.072833449	1.073820538	0.987597442	0.987058662	0.975298964	0.990122394	1.008713262	1.109313527	1.073942947	1.109788543	1.195721041	1.112023728	1.052855903	1.10320522
Bornholm_Basin	C2	1				0.813304569	0.68062162		0.943982327	0.791712771		0.693983493																																																0.85292525	0.781346974		0.734759476		0.890195277	0.822558209	0.831184523	0.928217779	1.127570794	1.170438951		0.901362246	0.998206599	1.016789189	0.808818335	0.965728614	0.888406305	0.661384641	0.856772309	1.12993064	1.11681443	2.364456463	1.411285939	1.221038281	1.156832521	1.204008932	1.104736691	1.123304041	1.17925379	1.132779247	1.177502947	1.026792512	1.038057138	1.12571717	0.982598742	1.15967177	1.210892384	1.456970077	0.970289755	1.137498451	1.472391084	1.274421752	1.144843405	1.099878958	1.116676608	1.022825199	1.005806486	1.14689583	1.020892407	1.223455704	1.414745498	1.109444566	1.38355755	1.336847879	0.931055769
Bornholm_Basin	C2	5		0.813304569	0.746963095	0.746963095	0.812636172	0.807405322	0.805438906	0.809892864	0.809892864	0.742848132																																															0.817136112	0.817136112	0.789677234	0.789677234	0.802100576	0.815837654	0.819674371	0.868038947	0.919945316	0.975994051	1.014353012	1.031897443	1.049394648	1.021699246	0.931294092	0.938180997	0.935589808	0.868225417	0.836222041	0.900444502	0.930661665	1.225871697	1.375851956	1.448705151	1.454085527	1.471524427	1.219580473	1.161984093	1.153627195	1.14881654	1.143515343	1.127926507	1.110877127	1.100169803	1.070133702	1.066567467	1.103387441	1.187170029	1.156084546	1.187064487	1.24960835	1.262314224	1.199888889	1.22580673	1.221642362	1.131729185	1.078006131	1.078416616	1.062619306	1.083975125	1.162359185	1.183086801	1.230419145	1.293610239	1.235130252	1.190226441	1.217153732
Baltic_Proper	C2	1				1.018148457	0.919988857	0.949935362	0.832587128	0.946055677	0.911160456	0.594227957		0.655861955											0.8387019	0.966810813	0.924562939	0.843726124	0.615979366	0.697086132		0.761698217	0.801021775	0.745972066		0.74184775	0.764804167	0.671359502	0.770209212			0.779802853																		1.079306811	0.924831775	1.020231626	0.998112765	0.903855953	1.10007701	1.026290848	0.914703283	1.01502141	1.287933778	1.19831326	1.096416209	1.074899248	1.086450086	0.984647783	1.046099995	1.143714371	0.962625434	1.027085008	1.205023486	1.084249355	1.119726743	1.104145115	1.204399944	1.406264845	1.077227559	1.257543273	1.367230019	1.253397563	1.346226148	1.3377431	1.391291226	0.941480608	1.369002247	1.63659998	1.402056145	1.686015585	1.344828759	1.805048924	1.346648241	1.464524602	1.781246124	1.676512007	1.579624731	1.503141996	1.598114944	1.32667228	1.561101463	1.692867701	1.296645583	1.62892645	1.907364148	1.427138896	2.003637928	1.403414948	
Baltic_Proper	C2	5		1.018148457	0.969068657	0.962690892	0.930164951	0.933343096	0.911945496	0.846793316	0.821007804	0.776826511	0.720416789	0.625044956										0.902756356	0.910025217	0.893450444	0.837956228	0.809633075	0.77033864	0.72962246	0.718946373	0.751444547	0.769564019	0.762634952	0.763411439	0.730995871	0.737055158	0.737055158	0.735457627	0.740457189	0.775006032																		1.002069293	1.008123404	1.005620744	0.985267786	0.989421826	1.00971364	0.988607972	0.991989701	1.068805266	1.088452516	1.102477588	1.134516781	1.148802516	1.088145317	1.057702664	1.067162296	1.044707534	1.032834518	1.076909659	1.084539531	1.079742005	1.108045941	1.143508928	1.1837572	1.182352841	1.209916147	1.262533128	1.272332652	1.260324912	1.312428021	1.339177611	1.254027729	1.277148666	1.335223432	1.348086041	1.407030913	1.487700543	1.574909879	1.516919531	1.529413222	1.54845933	1.61479598	1.569711141	1.601009892	1.62772796	1.536813192	1.513731083	1.536379677	1.495080394	1.501242695	1.617381069	1.590588556	1.652742601	1.674096474	1.68538898	1.611397257	1.703526438
Gulf_of_Riga	C2	1									1.092084422																	1.249254758																																						0.949253054		1.102478053	0.879791243	1.047975142	1.22571019	0.778864119	1.190942713	0.999288822	0.922105356	1.061220033	1.073514581	1.279782075	0.955525565	0.934670645	1.045716432	0.906727835	0.988346319		1.232541201	1.170977518	1.046399133	1.112219147	1.428176688	1.327454617	1.110133907	1.104013382	1.600780423	1.203066477	1.161461278	1.523914594	1.544203205	1.451808812	1.03602495	0.802373621	1.394358169	1.154560637	2.032512745	1.162360929	1.577248926	1.430150409	2.176486461	2.370696342	1.589419738	1.704345656	1.329712071	0.465395684			
Gulf_of_Riga	C2	5																																																																1.025865553	0.977174117	0.994874373	1.063988657	1.006963749	1.024656682	1.048556197	1.02338224	0.990484209	1.049414301	1.067182173	1.058429522	1.06094258	1.05784186	1.02448451	0.966197359	0.968865308	1.043332947	1.074648218	1.109566043	1.14053425	1.198062737	1.217045421	1.204876698	1.216399548	1.314111803	1.269089761	1.235891093	1.318647231	1.406685195	1.376890873	1.343482568	1.271665037	1.245753752	1.167825238	1.283966024	1.30923322	1.464208281	1.471366729	1.675751894	1.743388613	1.828800375	1.854219721	1.834132054	1.491913898	1.272218287	1.16648447	0.897553878		
Gulf_of_Finland	C2	1						1.010910151	0.671778811	0.789725634	0.893911033	0.693267868														1.08458088		0.798297409	0.771630608	0.699548328	0.576751147	0.757784119	0.890671657	0.817111009	0.83034551	0.743410775	0.854439404		0.702866887																						1.011325183	1.155849556										1.0265334	0.990193314	1.438058304	0.944270602	3.105817472	1.260565823	1.047981284			1.784079425	1.266277105	1.239136122	1.08134085	1.284523192	1.455727542	1.000892737	0.447664588	1.2169129	2.147936266	0.229647088		1.604237677	1.069078028	1.904151061	1.272663823	1.174897843	1.490931584	2.000897582	2.41187219	2.959342383	2.001757376	2.207996054	2.115268442	2.356273594	1.722174212	2.353281973	2.196564646	2.19173243	1.453260961	1.136858275	0.913436857			
Gulf_of_Finland	C2	5					0.841344481	0.824138199	0.841581407	0.811918699	0.762170836	0.792301512	0.793589451													0.941439144	0.884836299	0.838514306	0.711556873	0.720802322	0.739277172	0.748373252	0.774532689	0.807864614	0.827195671	0.811326675	0.782765644	0.766905689	0.778653146																					1.08358737	1.08358737	1.08358737	1.08358737								1.008363357	1.151595006	1.099763905	1.500974618	1.547781103	1.559338697	1.589658795	1.804788193	1.364208844	1.366112605	1.429830884	1.342708375	1.331071339	1.265400962	1.212324089	1.054029782	1.081144192	1.253826807	1.008610716	1.010540211	1.299683483	1.262724765	1.201778464	1.462532647	1.405005686	1.382344468	1.568708379	1.670252604	2.007588316	2.172960223	2.316373117	2.339247289	2.32812757	2.080693936	2.150998855	2.148712573	2.164005371	1.983402844	1.866339657	1.578370634	1.42382213	1.167852031	1.025147566		
Bothnian_Sea	C2	1						0.875370237	0.734266602	0.96227274	0.638067099	0.779503149										0.751900438			0.911276964	0.726112742	0.675390355	0.788979146	0.667037951	0.642669992	0.696730557	0.914310497	0.706981678	0.701036113	0.563750616	0.738854237	0.708862971	0.582887601	1.693383978			0.665390384																															0.971908259		1.196333681	1.190595293	1.095231877	1.131935603	0.92194254	0.916161948	0.953119876	1.075037286	0.799642496	0.828032103	1.544759387	1.250189491	1.015424314	0.722663051	1.406539826	1.11558998	1.063232266	1.225698381	1.69105278	1.224502124	1.267487792	1.610228549	1.222545399	1.421449552	1.018703241	1.111316668	2.273515435	1.111593942	1.381449734	1.204962872	1.549613699	1.529374275	1.617283355	1.668476197	1.726318894	1.240179191	1.392635185	1.035369248			
Bothnian_Sea	C2	5					0.80481842	0.857303193	0.80249417	0.797895965	0.778527397	0.793280996	0.708785124										0.831588701	0.796430048	0.770926687	0.775439801	0.753759431	0.700038037	0.6941616	0.741945628	0.725546135	0.732345767	0.716561892	0.724986628	0.683897123	0.659078308	0.85754788	0.930997197	0.99504485	0.980553987	1.179387181																																1.08412097	1.119612411	1.113517277	1.153524113	1.107207799	1.051173452	1.003678369	0.999639451	0.933180829	0.914398742	1.040118229	1.099532153	1.087609558	1.072213669	1.187915214	1.102081332	1.064689887	1.106744701	1.300422646	1.264015106	1.294394668	1.403793925	1.403163329	1.349242683	1.308082907	1.276848682	1.409506059	1.387315768	1.379315804	1.41656773	1.504227136	1.355398904	1.456536787	1.51394208	1.618213284	1.556326382	1.528978564	1.412595743	1.348625629	1.222727875	1.214002217		
Bothnian_Bay	C2	1						0.903738085	0.762889249	0.819090543		0.694958979		0.582426041								0.697873211	1.378808881		0.66968303	0.602581405	0.555732242	0.848697506	0.68098735	0.668519715	0.674989143	0.724048036	0.725355101	0.82324532	0.810012824	0.807903857	0.777250471	0.676488521				0.767601212																															0.881095255			1.06072635	1.064511968	1.023976543	0.746565342	1.06230851	0.961968738	0.685068117	0.889538691	0.945184539	0.967604836	0.942494479	0.756279898	0.673939835	1.369081449	1.040199951	1.193644542	1.231091961	0.962648108	0.873238844	1.395214318	0.965200857	0.819453602	1.066556847	0.809374588	0.975124821		1.507513058	1.048820718	1.016934005	1.601854543	1.195630131	1.070093558	0.875913687	1.091538829	1.241023436	1.402072372	1.068483111			
Bothnian_Bay	C2	5					0.833313667	0.828572626	0.828572626	0.795169214	0.75897959	0.698825188	0.63869251	0.63869251							1.038341046	1.038341046	0.915455041	0.837236632	0.80170139	0.669173546	0.671536307	0.671303644	0.685785191	0.71944835	0.694779869	0.723231463	0.751530085	0.778113028	0.788753514	0.778980199	0.767913918	0.75388095	0.726869496	0.722044867																																		0.970910802	1.002111191	1.049738287	0.973945051	0.991617743	0.97186622	0.89597745	0.86908988	0.908813719	0.889872984	0.885978132	0.900220488	0.857100717	0.941880099	0.956399122	1.006629135	1.101591548	1.159333202	1.060164681	1.131167555	1.085478818	1.003151146	1.023932894	1.011160043	0.927142143	0.917627465	1.089642329	1.085208296	1.13709815	1.293780581	1.274150491	1.186666591	1.152085185	1.16700615	1.094839928	1.136128376	1.135806287	1.200779437	1.237192973	1.235277741		
Kattegat	C3	1																																																																																			1.014925373	1.091492777	1.295238095	1.039755352	1.052631579	0.931506849	1.065830721	0.985507246	0.961810467	1.084529506	0.95505618	1.275797373	1.022556391	0.898282695	0.927694407	0.934065934	1.010401189	0.903054449	1.03030303	0.934065934	0.978417266	0.98265896	0.961810467	0.997067449	0.994152047	1.08974359	0.979827089		0.877419355	0.95909732	
Kattegat	C3	5																																																																																		1.053209075	1.133885415	1.110352899	1.098808635	1.08212493	1.076992519	1.015046349	0.999457372	1.005836958	1.010546824	1.052540154	1.059949983	1.047244429	1.015877409	1.01167936	0.958600123	0.934699735	0.961103802	0.962378107	0.971248374	0.965699928	0.977451131	0.970804015	0.982821238	1.005086502	1.004520128	1.015197544	0.98528552	0.976521839	0.938781255	0.918258338	0.918258338
Danish_Straits	C3	1																																																																												1.630695444			1.223021583	1.120263591	1.06918239	1.297709924	1.125827815	1.146711636	1.111111111	1.207815275	1.051004637	1.054263566	1.055900621	1.122112211	0.988372093	1.27340824	1.212121212	1.042944785	1.131447587	1.154499151	1.174438687	1.18466899	1.025641026	1.116584565	1.051004637	1.127694859	1.135225376	1.131447587	0.979827089	1.014925373	0.906666667	0.939226519	0.909090909		0.85	0.803782506	
Danish_Straits	C3	5																																																																													1.426858513	1.324660206	1.137489188	1.177544372	1.16720106	1.151939071	1.150108575	1.177835152	1.128494095	1.114181245	1.096019042	1.098219262	1.054330626	1.098811346	1.130382875	1.127791708	1.129658783	1.162884195	1.143090285	1.13759984	1.134139088	1.131166484	1.110467581	1.101118815	1.091230092	1.112391405	1.08503991	1.077824057	1.033618418	0.994418647	0.949947312	0.942477367	0.901246024	0.875524984	0.854291138	0.826891253	0.826891253
Arkona_Basin	C3	1																																																																																	0.768361582	0.831295844	1.125827815	1.111111111	1.428571429	1.025641026	0.963172805	0.890052356	0.901856764	1.410788382	1.789473684	0.940525588	1.315280464	1.471861472	1.03030303	1.084529506	1.031866464	0.925170068	1.261595547	0.905459387		1.0625	1.064162754	1.201413428	1.00591716	1.307692308	0.832313341	1.434599156	1.437632135			1.017964072	
Arkona_Basin	C3	5																																																																																0.799828713	0.90849508	0.959149088	1.053033556	1.104489445	1.130864837	1.083709745	1.041858876	1.038302266	1.191068798	1.186539355	1.271584976	1.385585918	1.309488848	1.168500012	1.186768187	1.108746108	1.066692923	1.041724195	1.031022867	1.038681251	1.073429422	1.058383892	1.083498335	1.12833713	1.082299798	1.156387079	1.20363082	1.253059235	1.234848211	1.296731788	1.227798104		
Bornholm_Basin	C3	1				0.706294536	0.617680511	0.844803425	0.83098473	0.678213826	0.913569302													0.686236136	0.91450678	1.133431045			0.697940953			0.658703082	0.761864717			0.890607396		0.787865326		0.716885824	0.821338756	0.81344681								0.24663878	0.655343051	1.045301473		0.919983624	0.965545906		0.965465814	1.198118907	0.931716283	1.174836655	1.121035074	0.710914277	0.75855987	0.952928211	1.109464541	0.907591572	0.929384558	1.125965045	0.899063624	0.945599086	1.245557553	0.741638113	0.801973622	1.265770471	3.029721943	0.914260287	1.428320405	1.303314808	0.766804006	1.031765829	2.11870833	1.579958016	1.301870779	3.315891629	3.053540718	1.073689766	1.188920795	1.107636654	1.087761885	1.242851289	3.298804919	1.290636394	1.243824575	0.831330545	0.913528813	0.847197038	0.969583502	1.125989995	1.111594781	1.50628396	1.184512346	1.144866234	2.514790579	1.527242354	1.260820821	0.900432812	2.759625759	1.269149383	1.215719953	1.89096434	1.651596547	2.052674719	1.011792428	1.17743363	1.025007321
Bornholm_Basin	C3	5		0.706294536	0.661987524	0.722926157	0.749940801	0.735595406	0.777050359	0.816892821	0.807589286	0.795891564											0.800371458	0.91139132	0.91139132	0.91139132	0.915292926	0.915685999		0.678322017	0.706169584	0.710283899	0.710283899	0.770391731	0.826236056	0.839236361	0.839236361	0.798452848	0.775363302	0.784884179	0.783890463	0.783890463	0.817392783						0.450990916	0.649094435	0.649094435	0.716816732	0.896543514	0.976943668	0.950331782	1.012278563	1.015211728	1.067534415	1.078234547	1.027324239	0.939412432	0.943654818	0.930580395	0.887891694	0.93158575	1.005066785	0.994293868	0.961520777	1.029113973	0.991564684	0.9267664	1.000107769	1.41693234	1.350672887	1.488009346	1.588277583	1.48848429	1.088893067	1.329782676	1.360110198	1.359821392	1.869638917	2.273993895	2.064990182	1.986782738	1.947935913	1.502309964	1.140172078	1.585195109	1.605538228	1.632775812	1.581489544	1.515625049	1.025303473	0.961092894	0.937525979	0.993578826	1.112129855	1.179592917	1.214649463	1.49240958	1.575539095	1.526446467	1.46963056	1.792582465	1.543454226	1.481149746	1.607178449	1.757411197	1.616020989	1.564549598	1.556892333	1.383700929	1.316727025	1.071411126
Baltic_Proper	C3	1		0.860134519	0.991417824	0.807192653	0.816823369	0.796909148	0.817824392	0.838597091	0.838065567	0.836717811	0.802346727	0.857581995	0.806970513	0.85083943	1.015899992							0.566705142	0.843974414	0.844847943	0.823925747		0.906633441		0.831154111	0.94380723	0.951156589	0.935195077	0.968054663	0.797476241	0.604609029	0.724172359	0.758443889	0.780985042	0.850693327	0.871958727								1.024942327	0.929080103					0.900754789	0.914664618	0.954973164	1.006726071	1.026674708	1.13732594	1.096849018	1.056723418	1.046016992	1.039826703	1.145313597	0.99291973	1.015224448	0.88116462	0.83676694	1.07186321	1.036773148	1.203406703	1.052750401	1.42519673	1.199249549	1.430524105	1.151089645	1.047339935	1.061574909	0.861182078	1.133747157	1.440497166	1.186766942	1.982581477	1.261808918	1.179540683	1.14085059	1.237030005	1.506299016	1.617840774	1.364619926	1.58541461	1.321720959	1.480649175	1.10361826	1.049672614	1.06242735	1.082418977	1.167695861	1.09212208	1.207287263	3.191419272	3.219178205	1.913262558	1.86076104	1.415088518	3.182865108	1.314412925	1.114162284	1.131308324	1.17625532	1.195918552	1.231291094	1.29227509
Baltic_Proper	C3	5	0.925776172	0.886248332	0.868892091	0.854495503	0.846033477	0.815469331	0.821643914	0.825622802	0.826710318	0.834661838	0.828336523	0.830891295	0.866727731	0.882822982	0.891236645	0.933369711					0.705339778	0.7518425	0.769863312	0.769863312	0.854845386	0.858469044	0.853904433	0.893864927	0.908187843	0.915328252	0.925873534	0.91913796	0.85129832	0.805901474	0.770551236	0.733137312	0.743780729	0.797250669	0.815520246	0.834545699	0.861326027						0.977011215	0.977011215	0.977011215	0.977011215			0.907709704	0.923464191	0.944279661	0.96075867	1.0080729	1.04450978	1.064859831	1.072718015	1.075348414	1.076945946	1.056160088	1.047860294	1.01488982	0.974277867	0.959587789	0.968358473	1.005994924	1.040312081	1.157998039	1.183475306	1.262225498	1.251762086	1.250679993	1.177955629	1.110342134	1.050986745	1.108868249	1.13675365	1.320954964	1.401080332	1.410239037	1.350309722	1.360362335	1.265105842	1.336312214	1.373328062	1.462240866	1.479179057	1.474049089	1.371204586	1.308215124	1.203617672	1.155757275	1.093166612	1.090867376	1.122390306	1.54818869	1.975540536	2.124653875	2.278381667	2.319941919	2.318231086	1.93727803	1.777457975	1.631567432	1.583800792	1.186411481	1.169787115	1.205409676	1.223935014	1.239828245
Gulf_of_Riga	C3	1																																																																																																																	
Gulf_of_Riga	C3	5																																																																																																																	
Gulf_of_Finland	C3	1		0.860134519	0.991417824	0.807192653	0.816823369	0.796909148	0.817824392	0.838597091	0.838065567	0.836717811	0.802346727	0.857581995	0.806970513	0.85083943	1.015899992							0.566705142	0.843974414	0.844847943	0.823925747		0.906633441		0.831154111	0.94380723	0.951156589	0.935195077	0.968054663	0.797476241	0.604609029	0.724172359	0.758443889	0.780985042	0.850693327	0.871958727								1.024942327	0.929080103					0.900754789	0.914664618	0.954973164	1.006726071	1.026674708	1.13732594	1.096849018	1.056723418	1.046016992	1.039826703	1.145313597	0.99291973	1.015224448	1.320773315	1.248206568	1.169590483	1.292625421	3.479656703	12.27794271	2.50519673	1.846332882	1.533024105	1.227211489	1.047339935	2.109825916	2.069128506	1.437810375	2.06934332	3.666167863	1.745331477	1.261808918	1.30620735	1.231701179	1.161560009	1.160778183	1.20404	1.171059963	1.173440926	1.02742298	1.008149175	0.958757149	0.943764879	0.9650836	1.026618977	1.086445861	1.081595765	1.055553392	1.299544272	1.245844872	1.438619701	1.688677707	5.427588518	1.752587331	2.068259079	2.903081142	1.999320828	1.486370903	1.536359276	1.442760932	1.29227509
Gulf_of_Finland	C3	5	0.925776172	0.886248332	0.868892091	0.854495503	0.846033477	0.815469331	0.821643914	0.825622802	0.826710318	0.834661838	0.828336523	0.830891295	0.866727731	0.882822982	0.891236645	0.933369711					0.705339778	0.7518425	0.769863312	0.769863312	0.854845386	0.858469044	0.853904433	0.893864927	0.908187843	0.915328252	0.925873534	0.91913796	0.85129832	0.805901474	0.770551236	0.733137312	0.743780729	0.797250669	0.815520246	0.834545699	0.861326027						0.977011215	0.977011215	0.977011215	0.977011215			0.907709704	0.923464191	0.944279661	0.96075867	1.0080729	1.04450978	1.064859831	1.072718015	1.075348414	1.076945946	1.056160088	1.047860294	1.102811559	1.144487532	1.149342909	1.209284047	1.702170498	3.893604377	4.145002409	4.280350889	4.328430626	3.877941583	1.631821028	1.552746866	1.59730599	1.578263244	1.746689611	2.270455196	2.197556308	2.036092391	2.009771786	1.842243358	1.341321787	1.224411128	1.212857344	1.185827867	1.174175816	1.14734841	1.116822609	1.067766039	1.022307022	0.980635557	0.980474756	0.996134093	1.020701816	1.043059519	1.109951653	1.153796832	1.2242316	1.345647989	2.220055014	2.310663626	2.475146467	2.768038755	2.83016738	2.041923857	1.998678246	1.873578616	1.551417406	1.43944155	1.423798433
Bothnian_Sea	C3	1																																																																	1.055	0.844	0.9495	0.926341463				0.992941176	0.892692308	0.79125	0.820555556	0.79125		0.79125			0.633	0.633	0.633	0.703333333	0.763191489	0.91974359	0.852115385	0.803809524	0.798378378	0.733913043	0.730384615	0.703333333	0.703333333	0.6752	0.803809524	0.879166667	0.937777778	0.733913043	0.904285714	0.825652174	0.888421053	0.923125	0.79125	0.904285714	0.900930233	0.993333333	0.910555556	0.838125	0.779384615	0.701176471	0.7152	0.7152	
